date,location,total_cases,total_deaths,new_cases,new_deaths,total_cases_per_million,total_deaths_per_million,new_cases_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,hospital_beds_per_100k,handwashing_facilities
2020-03-13,Aruba,2,0,2,0,18.733,0.0,18.733,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-20,Aruba,4,0,2,0,37.465,0.0,18.733,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-24,Aruba,12,0,8,0,112.395,0.0,74.93,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-25,Aruba,17,0,5,0,159.227,0.0,46.831,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-26,Aruba,19,0,2,0,177.959,0.0,18.733,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-27,Aruba,28,0,9,0,262.256,0.0,84.296,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-28,Aruba,28,0,0,0,262.256,0.0,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-29,Aruba,28,0,0,0,262.256,0.0,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-03-30,Aruba,50,0,22,0,468.314,0.0,206.058,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-01,Aruba,55,0,5,0,515.145,0.0,46.831,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-02,Aruba,55,0,0,0,515.145,0.0,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-03,Aruba,60,0,5,0,561.977,0.0,46.831,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-04,Aruba,62,0,2,0,580.7090000000001,0.0,18.733,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-05,Aruba,64,0,2,0,599.442,0.0,18.733,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-06,Aruba,64,0,0,0,599.442,0.0,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-07,Aruba,71,0,7,0,665.0060000000001,0.0,65.564,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-08,Aruba,74,0,3,0,693.105,0.0,28.099,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-09,Aruba,77,0,3,0,721.203,0.0,28.099,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-10,Aruba,82,0,5,0,768.035,0.0,46.831,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-11,Aruba,86,0,4,0,805.5,0.0,37.465,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-12,Aruba,92,0,6,0,861.698,0.0,56.198,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-13,Aruba,92,0,0,0,861.698,0.0,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-14,Aruba,92,0,0,0,861.698,0.0,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-15,Aruba,92,0,0,0,861.698,0.0,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-16,Aruba,93,1,1,1,871.064,9.366,9.366,9.366,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-17,Aruba,95,1,2,0,889.796,9.366,18.733,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-18,Aruba,96,2,1,1,899.163,18.733,9.366,9.366,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-19,Aruba,96,2,0,0,899.163,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-20,Aruba,97,2,1,0,908.529,18.733,9.366,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-21,Aruba,97,2,0,0,908.529,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-22,Aruba,97,2,0,0,908.529,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-23,Aruba,100,2,3,0,936.628,18.733,28.099,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-24,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-25,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-26,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-27,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-28,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-29,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-04-30,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-01,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-02,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-03,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-04,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-05,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-06,Aruba,100,2,0,0,936.628,18.733,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-07,Aruba,101,2,1,0,945.9939999999999,18.733,9.366,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-08,Aruba,101,3,0,1,945.9939999999999,28.099,0.0,9.366,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-09,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-10,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-11,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-12,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-13,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-14,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-15,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-16,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-17,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-18,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-19,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-20,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-21,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-22,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-23,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-24,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-25,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-26,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-27,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2020-05-28,Aruba,101,3,0,0,945.9939999999999,28.099,0.0,0.0,,,,,106766.0,584.8,41.2,13.085,7.452000000000001,35973.781,,
2019-12-31,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-01,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-02,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-03,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-04,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-05,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-06,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-07,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-08,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-09,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-10,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-11,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-12,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-13,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-14,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-15,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-16,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-17,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-18,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-19,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-20,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-21,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-22,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-23,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-24,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-25,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-26,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-27,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-28,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-29,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-30,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-01-31,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-01,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-02,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-03,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-04,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-05,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-06,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-07,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-08,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-09,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-10,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-11,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-12,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-13,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-14,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-15,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-16,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-17,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-18,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-19,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-20,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-21,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-22,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-23,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-24,Afghanistan,0,0,0,0,0.0,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-25,Afghanistan,1,0,1,0,0.026000000000000002,0.0,0.026000000000000002,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-26,Afghanistan,1,0,0,0,0.026000000000000002,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-27,Afghanistan,1,0,0,0,0.026000000000000002,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-28,Afghanistan,1,0,0,0,0.026000000000000002,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-02-29,Afghanistan,1,0,0,0,0.026000000000000002,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-01,Afghanistan,1,0,0,0,0.026000000000000002,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-02,Afghanistan,1,0,0,0,0.026000000000000002,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-08,Afghanistan,4,0,3,0,0.10300000000000001,0.0,0.077,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-11,Afghanistan,7,0,3,0,0.18,0.0,0.077,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-15,Afghanistan,10,0,3,0,0.257,0.0,0.077,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-16,Afghanistan,16,0,6,0,0.41100000000000003,0.0,0.154,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-17,Afghanistan,21,0,5,0,0.539,0.0,0.128,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-18,Afghanistan,22,0,1,0,0.565,0.0,0.026000000000000002,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-19,Afghanistan,22,0,0,0,0.565,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-20,Afghanistan,22,0,0,0,0.565,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-21,Afghanistan,24,0,2,0,0.617,0.0,0.051,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-22,Afghanistan,24,0,0,0,0.617,0.0,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-23,Afghanistan,34,0,10,0,0.873,0.0,0.257,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-24,Afghanistan,40,1,6,1,1.028,0.026000000000000002,0.154,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-25,Afghanistan,42,1,2,0,1.079,0.026000000000000002,0.051,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-26,Afghanistan,75,1,33,0,1.9269999999999998,0.026000000000000002,0.848,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-27,Afghanistan,75,1,0,0,1.9269999999999998,0.026000000000000002,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-28,Afghanistan,91,2,16,1,2.338,0.051,0.41100000000000003,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-29,Afghanistan,106,3,15,1,2.7230000000000003,0.077,0.385,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-30,Afghanistan,114,4,8,1,2.928,0.10300000000000001,0.20600000000000002,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-03-31,Afghanistan,141,4,27,0,3.622,0.10300000000000001,0.6940000000000001,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-01,Afghanistan,166,4,25,0,4.263999999999999,0.10300000000000001,0.642,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-02,Afghanistan,192,4,26,0,4.9319999999999995,0.10300000000000001,0.6679999999999999,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-03,Afghanistan,235,4,43,0,6.037000000000001,0.10300000000000001,1.105,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-04,Afghanistan,235,4,0,0,6.037000000000001,0.10300000000000001,0.0,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-05,Afghanistan,270,5,35,1,6.936,0.128,0.899,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-06,Afghanistan,299,7,29,2,7.681,0.18,0.745,0.051,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-07,Afghanistan,337,7,38,0,8.657,0.18,0.976,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-08,Afghanistan,367,11,30,4,9.427999999999999,0.28300000000000003,0.7709999999999999,0.10300000000000001,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-09,Afghanistan,423,14,56,3,10.866,0.36,1.439,0.077,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-10,Afghanistan,484,15,61,1,12.433,0.385,1.567,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-11,Afghanistan,521,15,37,0,13.384,0.385,0.95,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-12,Afghanistan,555,18,34,3,14.257,0.462,0.873,0.077,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-13,Afghanistan,607,18,52,0,15.593,0.462,1.3359999999999999,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-14,Afghanistan,665,21,58,3,17.083,0.539,1.49,0.077,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-15,Afghanistan,714,23,49,2,18.340999999999998,0.591,1.2590000000000001,0.051,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-16,Afghanistan,784,25,70,2,20.14,0.642,1.798,0.051,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-17,Afghanistan,794,29,10,4,20.396,0.745,0.257,0.10300000000000001,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-18,Afghanistan,845,30,51,1,21.706999999999997,0.7709999999999999,1.31,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-19,Afghanistan,908,30,63,0,23.325,0.7709999999999999,1.618,0.0,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-20,Afghanistan,996,33,88,3,25.585,0.848,2.261,0.077,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-21,Afghanistan,1031,35,35,2,26.485,0.899,0.899,0.051,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-22,Afghanistan,1092,36,61,1,28.052,0.925,1.567,0.026000000000000002,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
2020-04-23,Afghanistan,1176,40,84,4,30.209,1.028,2.158,0.10300000000000001,,,,,38928341.0,54.422,18.6,2.5810000000000004,1.337,1803.987,0.5,37.746
